CSVFormatType;Spectrum2DComplex
1,980000000000E+02;1,894623E-01;1,829341E-02;-3,558994E-02;-1,129164E-02;2,743188E-02;5,498650E-03
1,985000000000E+02;1,883533E-01;1,902083E-02;-3,431101E-02;-1,233208E-02;2,676144E-02;6,076809E-03
1,990000000000E+02;1,875084E-01;1,927445E-02;-3,376695E-02;-1,216083E-02;2,619787E-02;5,822372E-03
1,995000000000E+02;1,868415E-01;1,932278E-02;-3,364173E-02;-1,223772E-02;2,592468E-02;5,869952E-03
2,000000000000E+02;1,866562E-01;1,899277E-02;-3,280488E-02;-1,265915E-02;2,572862E-02;5,765538E-03
2,005000000000E+02;1,858681E-01;1,898471E-02;-3,191658E-02;-1,248348E-02;2,541898E-02;5,485604E-03
2,010000000000E+02;1,852458E-01;1,924185E-02;-3,121932E-02;-1,216599E-02;2,521977E-02;5,430236E-03
2,015000000000E+02;1,837650E-01;2,012987E-02;-3,079434E-02;-1,176354E-02;2,461635E-02;5,875609E-03
2,020000000000E+02;1,832129E-01;2,035938E-02;-3,100740E-02;-1,216158E-02;2,454193E-02;5,546800E-03
2,025000000000E+02;1,829267E-01;2,024631E-02;-3,043265E-02;-1,187418E-02;2,377440E-02;5,337783E-03
2,030000000000E+02;1,818922E-01;2,013231E-02;-2,955443E-02;-1,247939E-02;2,282679E-02;5,223530E-03
2,035000000000E+02;1,809825E-01;2,017046E-02;-2,911574E-02;-1,250986E-02;2,274720E-02;5,379937E-03
2,040000000000E+02;1,802150E-01;2,034587E-02;-2,889853E-02;-1,246298E-02;2,272430E-02;5,367083E-03
2,045000000000E+02;1,795607E-01;2,079797E-02;-2,836167E-02;-1,287164E-02;2,215033E-02;5,252261E-03
2,050000000000E+02;1,788549E-01;2,105561E-02;-2,798818E-02;-1,265631E-02;2,173080E-02;5,157251E-03
2,055000000000E+02;1,783312E-01;2,143569E-02;-2,774372E-02;-1,262027E-02;2,216440E-02;5,087045E-03
2,060000000000E+02;1,777197E-01;2,123663E-02;-2,746997E-02;-1,274596E-02;2,166540E-02;5,544526E-03
2,065000000000E+02;1,765905E-01;2,137512E-02;-2,698873E-02;-1,287440E-02;2,101593E-02;5,548035E-03
2,070000000000E+02;1,757861E-01;2,112938E-02;-2,641746E-02;-1,182658E-02;2,081623E-02;4,663389E-03
2,075000000000E+02;1,752168E-01;2,127949E-02;-2,640621E-02;-1,186851E-02;2,096501E-02;4,979311E-03
2,080000000000E+02;1,743271E-01;2,176408E-02;-2,595064E-02;-1,205479E-02;2,060262E-02;5,926629E-03
2,085000000000E+02;1,734205E-01;2,207731E-02;-2,551542E-02;-1,240805E-02;2,034998E-02;5,705577E-03
2,090000000000E+02;1,728719E-01;2,190945E-02;-2,476707E-02;-1,150660E-02;1,956180E-02;4,798023E-03
2,095000000000E+02;1,720291E-01;2,216023E-02;-2,492346E-02;-1,228398E-02;1,989560E-02;5,135644E-03
2,100000000000E+02;1,714490E-01;2,229526E-02;-2,445957E-02;-1,272033E-02;1,985299E-02;5,672516E-03
2,105000000000E+02;1,707644E-01;2,225480E-02;-2,422882E-02;-1,264464E-02;1,966235E-02;5,865365E-03
2,110000000000E+02;1,700259E-01;2,270258E-02;-2,403322E-02;-1,255976E-02;1,946772E-02;5,951453E-03
2,115000000000E+02;1,696989E-01;2,270269E-02;-2,362223E-02;-1,194880E-02;1,866739E-02;5,025182E-03
2,120000000000E+02;1,691045E-01;2,293895E-02;-2,291442E-02;-1,177871E-02;1,791065E-02;5,448733E-03
2,125000000000E+02;1,679537E-01;2,288035E-02;-2,280339E-02;-1,219233E-02;1,820986E-02;5,451729E-03
2,130000000000E+02;1,672017E-01;2,310183E-02;-2,242271E-02;-1,211241E-02;1,836142E-02;4,889603E-03
2,135000000000E+02;1,665835E-01;2,322958E-02;-2,224335E-02;-1,221328E-02;1,835956E-02;4,999097E-03
2,140000000000E+02;1,654875E-01;2,319949E-02;-2,132092E-02;-1,241949E-02;1,753003E-02;5,443156E-03
2,145000000000E+02;1,648781E-01;2,359480E-02;-2,138754E-02;-1,253470E-02;1,693045E-02;5,330210E-03
2,150000000000E+02;1,647508E-01;2,409660E-02;-2,155441E-02;-1,253506E-02;1,726261E-02;5,379665E-03
2,155000000000E+02;1,638742E-01;2,421392E-02;-2,013262E-02;-1,238056E-02;1,733647E-02;5,133050E-03
2,160000000000E+02;1,626774E-01;2,425612E-02;-2,037566E-02;-1,215487E-02;1,683208E-02;4,425713E-03
2,165000000000E+02;1,622634E-01;2,492293E-02;-2,041655E-02;-1,243849E-02;1,667800E-02;4,695867E-03
2,170000000000E+02;1,615201E-01;2,504461E-02;-2,003477E-02;-1,211720E-02;1,638601E-02;4,812236E-03
2,175000000000E+02;1,605027E-01;2,523105E-02;-1,959006E-02;-1,166198E-02;1,609270E-02;4,826619E-03
2,180000000000E+02;1,598094E-01;2,540339E-02;-1,939648E-02;-1,176916E-02;1,652963E-02;5,127750E-03
2,185000000000E+02;1,594297E-01;2,571617E-02;-1,926302E-02;-1,194435E-02;1,603630E-02;5,126285E-03
2,190000000000E+02;1,591042E-01;2,609653E-02;-1,903754E-02;-1,179362E-02;1,561323E-02;4,881442E-03
2,195000000000E+02;1,583365E-01;2,653237E-02;-1,889309E-02;-1,211509E-02;1,545433E-02;4,762776E-03
2,200000000000E+02;1,568426E-01;2,656446E-02;-1,801008E-02;-1,224393E-02;1,542905E-02;5,012979E-03
2,205000000000E+02;1,561230E-01;2,666529E-02;-1,837322E-02;-1,226038E-02;1,511012E-02;4,828566E-03
2,210000000000E+02;1,553495E-01;2,668327E-02;-1,830363E-02;-1,224641E-02;1,493401E-02;4,708872E-03
2,215000000000E+02;1,551586E-01;2,722024E-02;-1,777662E-02;-1,223477E-02;1,471814E-02;4,297258E-03
2,220000000000E+02;1,543375E-01;2,705496E-02;-1,712571E-02;-1,157523E-02;1,464483E-02;4,735694E-03
2,225000000000E+02;1,534285E-01;2,720231E-02;-1,699594E-02;-1,158496E-02;1,438622E-02;4,705567E-03
2,230000000000E+02;1,524510E-01;2,776917E-02;-1,710253E-02;-1,178872E-02;1,390660E-02;4,575966E-03
2,235000000000E+02;1,518359E-01;2,786420E-02;-1,663413E-02;-1,158272E-02;1,342505E-02;4,627930E-03
2,240000000000E+02;1,510351E-01;2,765218E-02;-1,688362E-02;-1,152094E-02;1,373378E-02;4,838467E-03
2,245000000000E+02;1,499092E-01;2,829170E-02;-1,676610E-02;-1,161089E-02;1,408721E-02;4,405354E-03
2,250000000000E+02;1,494462E-01;2,807790E-02;-1,631164E-02;-1,111052E-02;1,382601E-02;4,297819E-03
2,255000000000E+02;1,487978E-01;2,847900E-02;-1,569565E-02;-1,157822E-02;1,346299E-02;4,404453E-03
2,260000000000E+02;1,479044E-01;2,952785E-02;-1,548843E-02;-1,172833E-02;1,315015E-02;4,249998E-03
2,265000000000E+02;1,471741E-01;2,971585E-02;-1,522294E-02;-1,126684E-02;1,332166E-02;4,637208E-03
2,270000000000E+02;1,465293E-01;2,965983E-02;-1,490447E-02;-1,147393E-02;1,307277E-02;4,773825E-03
2,275000000000E+02;1,460875E-01;2,960013E-02;-1,453346E-02;-1,199032E-02;1,270262E-02;4,580670E-03
2,280000000000E+02;1,452104E-01;2,994028E-02;-1,444172E-02;-1,188810E-02;1,278459E-02;4,401837E-03
2,285000000000E+02;1,440280E-01;3,045785E-02;-1,444863E-02;-1,205767E-02;1,280834E-02;4,397920E-03
2,290000000000E+02;1,432168E-01;3,078461E-02;-1,416094E-02;-1,175733E-02;1,239193E-02;4,255647E-03
2,295000000000E+02;1,425756E-01;3,064272E-02;-1,409073E-02;-1,142396E-02;1,207699E-02;4,230702E-03
2,300000000000E+02;1,411209E-01;3,102810E-02;-1,378126E-02;-1,154563E-02;1,187834E-02;4,564794E-03
2,305000000000E+02;1,404134E-01;3,194175E-02;-1,367456E-02;-1,161476E-02;1,177828E-02;4,757581E-03
2,310000000000E+02;1,401863E-01;3,247080E-02;-1,395627E-02;-1,161088E-02;1,192520E-02;4,338481E-03
2,315000000000E+02;1,393007E-01;3,324517E-02;-1,413565E-02;-1,115302E-02;1,174647E-02;4,207115E-03
2,320000000000E+02;1,385038E-01;3,335123E-02;-1,355767E-02;-1,088047E-02;1,143172E-02;4,200667E-03
2,325000000000E+02;1,381066E-01;3,340485E-02;-1,324681E-02;-1,079616E-02;1,106179E-02;3,939630E-03
2,330000000000E+02;1,374755E-01;3,368862E-02;-1,291065E-02;-1,096191E-02;1,092080E-02;4,235045E-03
2,335000000000E+02;1,362264E-01;3,407291E-02;-1,265631E-02;-1,109789E-02;1,090868E-02;4,091903E-03
2,340000000000E+02;1,352017E-01;3,416246E-02;-1,262978E-02;-1,111843E-02;1,090249E-02;4,088333E-03
2,345000000000E+02;1,344638E-01;3,471967E-02;-1,233026E-02;-1,123035E-02;1,086787E-02;3,937820E-03
2,350000000000E+02;1,338352E-01;3,485660E-02;-1,213008E-02;-1,082551E-02;1,047195E-02;3,839948E-03
2,355000000000E+02;1,327657E-01;3,504038E-02;-1,216824E-02;-1,032603E-02;1,023090E-02;3,879681E-03
2,360000000000E+02;1,322816E-01;3,562317E-02;-1,182484E-02;-9,743490E-03;1,030805E-02;3,836473E-03
2,365000000000E+02;1,315482E-01;3,617674E-02;-1,151321E-02;-9,762272E-03;1,041399E-02;4,206443E-03
2,370000000000E+02;1,306304E-01;3,674261E-02;-1,130637E-02;-1,052048E-02;1,017871E-02;4,020799E-03
2,375000000000E+02;1,300474E-01;3,726788E-02;-1,124665E-02;-1,069244E-02;1,019525E-02;3,863797E-03
2,380000000000E+02;1,288248E-01;3,741207E-02;-1,053361E-02;-1,020481E-02;9,777792E-03;4,085562E-03
2,385000000000E+02;1,279036E-01;3,769869E-02;-1,046015E-02;-1,092227E-02;9,359539E-03;4,050836E-03
2,390000000000E+02;1,268115E-01;3,803185E-02;-1,067860E-02;-1,108608E-02;9,028549E-03;4,035727E-03
2,395000000000E+02;1,257279E-01;3,804690E-02;-1,043676E-02;-1,108720E-02;9,401864E-03;3,449023E-03
2,400000000000E+02;1,254908E-01;3,812001E-02;-1,035189E-02;-1,080932E-02;9,060550E-03;3,550232E-03
2,405000000000E+02;1,246870E-01;3,924686E-02;-1,052368E-02;-1,015547E-02;8,655428E-03;3,965817E-03
2,410000000000E+02;1,235349E-01;3,964163E-02;-1,022618E-02;-9,962395E-03;8,545664E-03;4,007227E-03
2,415000000000E+02;1,227699E-01;4,027165E-02;-1,002535E-02;-9,715719E-03;8,538405E-03;3,959997E-03
2,420000000000E+02;1,223101E-01;4,096807E-02;-9,633144E-03;-9,266924E-03;8,685694E-03;3,844436E-03
2,425000000000E+02;1,209378E-01;4,130397E-02;-8,930295E-03;-8,947335E-03;8,048951E-03;4,036625E-03
2,430000000000E+02;1,193354E-01;4,209433E-02;-9,188348E-03;-9,085358E-03;7,480605E-03;4,263524E-03
2,435000000000E+02;1,192628E-01;4,290073E-02;-8,310203E-03;-9,380822E-03;7,843145E-03;4,740999E-03
2,440000000000E+02;1,191998E-01;4,307262E-02;-7,936706E-03;-9,484982E-03;8,387581E-03;4,816424E-03
2,445000000000E+02;1,185194E-01;4,348512E-02;-8,012140E-03;-9,810724E-03;8,432686E-03;4,379278E-03
2,450000000000E+02;1,175331E-01;4,306135E-02;-7,740567E-03;-9,507833E-03;8,140853E-03;4,297400E-03
2,455000000000E+02;1,161879E-01;4,328844E-02;-7,716284E-03;-9,683317E-03;8,378780E-03;4,131522E-03
2,460000000000E+02;1,153844E-01;4,431194E-02;-7,550675E-03;-1,001431E-02;8,066145E-03;4,467233E-03
2,465000000000E+02;1,148011E-01;4,438389E-02;-7,682113E-03;-9,566910E-03;7,840145E-03;3,999566E-03
2,470000000000E+02;1,137797E-01;4,502825E-02;-7,564398E-03;-9,504342E-03;7,702670E-03;3,716074E-03
2,475000000000E+02;1,129436E-01;4,571042E-02;-7,436720E-03;-9,472977E-03;7,659162E-03;3,718273E-03
2,480000000000E+02;1,116601E-01;4,656680E-02;-7,077920E-03;-9,296559E-03;7,557841E-03;3,816277E-03
2,485000000000E+02;1,104501E-01;4,741046E-02;-6,498965E-03;-9,197072E-03;6,945580E-03;4,139200E-03
2,490000000000E+02;1,100622E-01;4,789767E-02;-6,483329E-03;-9,217824E-03;6,867451E-03;4,127479E-03
2,495000000000E+02;1,089214E-01;4,834108E-02;-6,295432E-03;-9,043385E-03;6,970480E-03;3,949143E-03
2,500000000000E+02;1,073501E-01;4,842983E-02;-5,938110E-03;-8,978258E-03;6,919870E-03;3,774875E-03
2,505000000000E+02;1,065179E-01;4,884251E-02;-5,848123E-03;-8,785329E-03;6,785688E-03;3,498638E-03
2,510000000000E+02;1,058758E-01;4,977893E-02;-5,740059E-03;-8,880903E-03;6,475585E-03;3,773610E-03
2,515000000000E+02;1,049318E-01;5,052826E-02;-5,575794E-03;-8,920158E-03;6,419838E-03;4,074808E-03
2,520000000000E+02;1,041106E-01;5,097932E-02;-5,528883E-03;-8,800843E-03;6,518192E-03;4,085795E-03
2,525000000000E+02;1,034172E-01;5,180511E-02;-5,003376E-03;-9,027460E-03;6,147145E-03;4,141514E-03
2,530000000000E+02;1,019576E-01;5,213717E-02;-4,663742E-03;-9,224842E-03;5,936307E-03;3,977490E-03
2,535000000000E+02;1,009621E-01;5,250879E-02;-4,708590E-03;-8,997668E-03;6,165139E-03;4,087630E-03
2,540000000000E+02;1,004854E-01;5,305387E-02;-4,648750E-03;-8,675149E-03;5,868416E-03;4,020400E-03
2,545000000000E+02;9,955369E-02;5,384378E-02;-4,498426E-03;-8,745862E-03;5,847153E-03;3,961566E-03
2,550000000000E+02;9,812830E-02;5,485180E-02;-4,078872E-03;-8,385275E-03;5,643396E-03;4,072429E-03
2,555000000000E+02;9,702332E-02;5,590400E-02;-4,083212E-03;-8,240182E-03;5,333922E-03;4,019570E-03
2,560000000000E+02;9,599067E-02;5,646828E-02;-4,241151E-03;-8,327265E-03;5,192391E-03;3,873123E-03
2,565000000000E+02;9,527957E-02;5,712909E-02;-3,960427E-03;-7,913331E-03;5,030052E-03;3,761035E-03
2,570000000000E+02;9,364433E-02;5,764509E-02;-3,439786E-03;-7,952627E-03;5,289489E-03;3,941214E-03
2,575000000000E+02;9,299330E-02;5,809799E-02;-3,148256E-03;-8,010632E-03;5,167980E-03;4,138381E-03
2,580000000000E+02;9,239522E-02;5,830659E-02;-3,004542E-03;-8,079691E-03;5,250926E-03;4,170223E-03
2,585000000000E+02;9,151987E-02;5,932304E-02;-2,756506E-03;-8,188772E-03;5,220427E-03;4,144013E-03
2,590000000000E+02;9,030049E-02;6,068704E-02;-2,497941E-03;-8,295396E-03;5,013200E-03;4,344412E-03
2,595000000000E+02;8,850824E-02;6,216765E-02;-1,979464E-03;-8,322029E-03;4,832596E-03;4,217111E-03
2,600000000000E+02;8,763773E-02;6,257533E-02;-2,093887E-03;-8,307592E-03;4,739054E-03;4,523271E-03
2,605000000000E+02;8,593343E-02;6,344232E-02;-1,705865E-03;-7,898769E-03;4,502023E-03;4,141822E-03
2,610000000000E+02;8,445608E-02;6,412271E-02;-1,289685E-03;-7,508076E-03;4,325811E-03;4,355774E-03
2,615000000000E+02;8,378495E-02;6,442932E-02;-1,460009E-03;-7,285766E-03;3,977249E-03;4,340898E-03
2,620000000000E+02;8,237769E-02;6,495358E-02;-1,391492E-03;-7,383146E-03;3,764408E-03;4,015668E-03
2,625000000000E+02;8,171118E-02;6,567188E-02;-8,926466E-04;-7,536513E-03;3,986743E-03;4,027959E-03
2,630000000000E+02;8,124150E-02;6,656528E-02;-6,968349E-04;-7,521391E-03;4,247442E-03;4,120090E-03
2,635000000000E+02;8,038577E-02;6,810693E-02;-8,161460E-04;-7,515887E-03;3,891230E-03;4,126118E-03
2,640000000000E+02;7,854240E-02;6,906857E-02;-7,538938E-04;-7,193623E-03;3,533865E-03;3,897246E-03
2,645000000000E+02;7,728110E-02;7,009085E-02;-4,269647E-04;-6,830673E-03;3,780582E-03;4,012798E-03
2,650000000000E+02;7,655889E-02;7,127324E-02;4,839109E-05;-6,762039E-03;3,731788E-03;3,953245E-03
2,655000000000E+02;7,587427E-02;7,225340E-02;5,226939E-04;-7,004817E-03;3,708120E-03;4,091317E-03
2,660000000000E+02;7,466581E-02;7,202605E-02;5,848561E-04;-6,946995E-03;3,342605E-03;4,217262E-03
2,665000000000E+02;7,302893E-02;7,324132E-02;6,756688E-04;-6,872064E-03;2,909526E-03;4,524070E-03
2,670000000000E+02;7,229414E-02;7,499543E-02;8,879509E-04;-6,823937E-03;3,146648E-03;4,478971E-03
2,675000000000E+02;7,156756E-02;7,661245E-02;9,951465E-04;-7,071330E-03;3,169953E-03;4,377306E-03
2,680000000000E+02;7,047117E-02;7,702798E-02;1,065575E-03;-6,796837E-03;2,957953E-03;4,172425E-03
2,685000000000E+02;6,929009E-02;7,844360E-02;1,079610E-03;-6,796458E-03;2,812255E-03;4,404828E-03
2,690000000000E+02;6,788243E-02;7,989825E-02;1,093792E-03;-6,629985E-03;2,908331E-03;4,585019E-03
2,695000000000E+02;6,657705E-02;8,128563E-02;1,563727E-03;-6,616167E-03;3,032186E-03;4,580139E-03
2,700000000000E+02;6,524381E-02;8,207598E-02;1,861638E-03;-6,326388E-03;2,561379E-03;4,802492E-03
2,705000000000E+02;6,366216E-02;8,262963E-02;2,090338E-03;-6,147513E-03;2,376911E-03;4,646000E-03
2,710000000000E+02;6,304170E-02;8,353646E-02;2,102414E-03;-5,978224E-03;2,525900E-03;4,404238E-03
2,715000000000E+02;6,244670E-02;8,477236E-02;2,338839E-03;-5,854132E-03;2,414755E-03;4,147740E-03
2,720000000000E+02;6,132283E-02;8,578990E-02;2,960862E-03;-6,047382E-03;2,516115E-03;4,188670E-03
2,725000000000E+02;5,938218E-02;8,746300E-02;3,502703E-03;-5,935730E-03;2,205699E-03;4,387157E-03
2,730000000000E+02;5,796743E-02;8,917506E-02;3,688595E-03;-5,659519E-03;1,850903E-03;4,459570E-03
2,735000000000E+02;5,669870E-02;9,058938E-02;3,670450E-03;-5,366642E-03;1,602869E-03;4,434611E-03
2,740000000000E+02;5,576276E-02;9,161675E-02;3,821279E-03;-5,461486E-03;1,586676E-03;4,519028E-03
2,745000000000E+02;5,405487E-02;9,301670E-02;3,994845E-03;-5,765302E-03;1,483774E-03;4,656073E-03
2,750000000000E+02;5,295325E-02;9,412482E-02;4,474346E-03;-5,474038E-03;1,522017E-03;4,655147E-03
2,755000000000E+02;5,235089E-02;9,552064E-02;4,837523E-03;-5,269288E-03;1,595170E-03;4,534062E-03
2,760000000000E+02;5,145451E-02;9,768749E-02;5,454110E-03;-5,138517E-03;1,372656E-03;4,559946E-03
2,765000000000E+02;4,937019E-02;9,898178E-02;5,388901E-03;-5,168845E-03;1,193413E-03;4,870248E-03
2,770000000000E+02;4,861129E-02;9,942777E-02;5,795815E-03;-4,759672E-03;8,754486E-04;4,904465E-03
2,775000000000E+02;4,830573E-02;1,000377E-01;6,343421E-03;-4,774952E-03;8,923490E-04;5,134609E-03
2,780000000000E+02;4,705938E-02;1,017370E-01;7,582712E-03;-5,514864E-03;1,238600E-03;5,387658E-03
2,785000000000E+02;4,387130E-02;1,022344E-01;7,292936E-03;-6,189110E-03;1,656424E-03;4,702001E-03
2,790000000000E+02;4,097863E-02;1,039413E-01;6,296177E-03;-6,082976E-03;1,127186E-03;4,253129E-03
2,795000000000E+02;3,974053E-02;1,068075E-01;6,386612E-03;-5,842702E-03;8,667780E-04;4,531113E-03
2,800000000000E+02;3,917932E-02;1,088606E-01;6,175954E-03;-5,439283E-03;6,259309E-04;4,623918E-03
2,805000000000E+02;3,874838E-02;1,101969E-01;6,129687E-03;-5,069152E-03;4,217719E-04;4,613481E-03
2,810000000000E+02;3,826129E-02;1,122523E-01;6,663128E-03;-4,815092E-03;6,078613E-04;4,758449E-03
2,815000000000E+02;3,688670E-02;1,142850E-01;7,543954E-03;-4,697632E-03;6,111776E-04;4,824539E-03
2,820000000000E+02;3,466580E-02;1,173305E-01;7,998729E-03;-4,294951E-03;2,132428E-04;5,041779E-03
2,825000000000E+02;3,324183E-02;1,188117E-01;8,336618E-03;-3,823653E-03;4,170387E-06;4,839892E-03
2,830000000000E+02;3,194047E-02;1,204852E-01;8,641354E-03;-3,709761E-03;-2,562205E-05;5,029920E-03
2,835000000000E+02;3,093379E-02;1,219614E-01;8,721500E-03;-3,845000E-03;2,630090E-05;5,303181E-03
2,840000000000E+02;2,963708E-02;1,241959E-01;8,999307E-03;-4,228989E-03;-9,151910E-05;5,363196E-03
2,845000000000E+02;2,968136E-02;1,257488E-01;9,523322E-03;-4,399167E-03;-1,710816E-04;5,480065E-03
2,850000000000E+02;2,869157E-02;1,276076E-01;9,788729E-03;-4,005744E-03;-1,728331E-04;5,281124E-03
2,855000000000E+02;2,614082E-02;1,302741E-01;1,063348E-02;-3,674470E-03;-2,947892E-04;5,291427E-03
2,860000000000E+02;2,506193E-02;1,319498E-01;1,129642E-02;-3,907610E-03;-6,187677E-04;5,692315E-03
2,865000000000E+02;2,461326E-02;1,352320E-01;1,169989E-02;-3,952363E-03;-8,404593E-04;5,865479E-03
2,870000000000E+02;2,289454E-02;1,372097E-01;1,193733E-02;-3,688794E-03;-8,484275E-04;5,946543E-03
2,875000000000E+02;2,135159E-02;1,390708E-01;1,249455E-02;-3,595325E-03;-7,650479E-04;5,868161E-03
2,880000000000E+02;2,001923E-02;1,412530E-01;1,291902E-02;-3,506486E-03;-7,539238E-04;5,676961E-03
2,885000000000E+02;1,888677E-02;1,440485E-01;1,305875E-02;-3,967432E-03;-1,254495E-03;5,947511E-03
2,890000000000E+02;1,717038E-02;1,459114E-01;1,343003E-02;-4,020213E-03;-1,203428E-03;6,185632E-03
2,895000000000E+02;1,662544E-02;1,481705E-01;1,390388E-02;-4,126183E-03;-1,044915E-03;6,444394E-03
2,900000000000E+02;1,580587E-02;1,511352E-01;1,449550E-02;-4,060071E-03;-1,051425E-03;6,364723E-03
2,905000000000E+02;1,344223E-02;1,543415E-01;1,462605E-02;-3,815038E-03;-1,052580E-03;6,115857E-03
2,910000000000E+02;1,222817E-02;1,552073E-01;1,445482E-02;-4,167463E-03;-1,227224E-03;6,191054E-03
2,915000000000E+02;1,131632E-02;1,576491E-01;1,462914E-02;-4,598440E-03;-9,947293E-04;6,312156E-03
2,920000000000E+02;1,045774E-02;1,606065E-01;1,498642E-02;-4,630857E-03;-1,213547E-03;6,199572E-03
2,925000000000E+02;9,481971E-03;1,638994E-01;1,568436E-02;-4,077332E-03;-1,513915E-03;6,437836E-03
2,930000000000E+02;7,819149E-03;1,668597E-01;1,542090E-02;-3,813183E-03;-1,671712E-03;6,563625E-03
2,935000000000E+02;6,964102E-03;1,697809E-01;1,576805E-02;-3,837828E-03;-1,734872E-03;6,600181E-03
2,940000000000E+02;5,480529E-03;1,729936E-01;1,652777E-02;-3,771640E-03;-1,935968E-03;6,633237E-03
2,945000000000E+02;4,952789E-03;1,746806E-01;1,688333E-02;-3,779800E-03;-1,846757E-03;6,682076E-03
2,950000000000E+02;2,898573E-03;1,772980E-01;1,689991E-02;-3,772072E-03;-1,993156E-03;6,761478E-03
2,955000000000E+02;1,819506E-03;1,796562E-01;1,696878E-02;-3,528810E-03;-2,276503E-03;6,614238E-03
2,960000000000E+02;1,617026E-03;1,832043E-01;1,756125E-02;-3,658094E-03;-2,464994E-03;6,637241E-03
2,965000000000E+02;-3,984547E-04;1,876319E-01;1,829915E-02;-3,177152E-03;-2,483633E-03;6,622056E-03
2,970000000000E+02;-6,939120E-04;1,923057E-01;1,919470E-02;-3,020674E-03;-2,362037E-03;6,664774E-03
2,975000000000E+02;-3,719344E-04;1,941049E-01;1,963575E-02;-3,058783E-03;-2,328708E-03;6,805853E-03
2,980000000000E+02;-4,410456E-04;1,957993E-01;1,986262E-02;-2,986417E-03;-2,361873E-03;6,917286E-03
2,985000000000E+02;-2,523865E-03;2,017335E-01;2,056974E-02;-3,289188E-03;-2,464294E-03;7,231566E-03
